name,yahoo_symbol,exchange
Prism Johnson Limited,PRSMJOHNSN.NS,NSE
Prudent Corporate Advisory Services Limited,PRUDENT.NS,NSE
Prudential Sugar Corporation Limited,PRUDMOULI.NS,NSE
Punjab & Sind Bank,PSB.NS,NSE
PSP Projects Limited,PSPPROJECT.NS,NSE
PTC India Limited,PTC.NS,NSE
PTC Industries Limited,PTCIL.NS,NSE
PTL Enterprises Limited,PTL.NS,NSE
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM.NS,NSE
Puravankara Limited,PURVA.NS,NSE
PVP Ventures Limited,PVP.NS,NSE
PVR INOX Limited,PVRINOX.NS,NSE
Popular Vehicles and Services Limited,PVSL.NS,NSE
Physicswallah Limited,PWL.NS,NSE
Pyramid Technoplast Limited,PYRAMID.NS,NSE
Quality Power Electrical Equipments Limited,QPOWER.NS,NSE
Quadrant Future Tek Limited,QUADFUTURE.NS,NSE
Quess Corp Limited,QUESS.NS,NSE
Quick Heal Technologies Limited,QUICKHEAL.NS,NSE
Race Eco Chain Limited,RACE.NS,NSE
RACL Geartech Limited,RACLGEAR.NS,NSE
Radaan Mediaworks India Limited,RADAAN.NS,NSE
Radhika Jeweltech Limited,RADHIKAJWE.NS,NSE
Radiant Cash Management Services Limited,RADIANTCMS.NS,NSE
Radico Khaitan Limited,RADICO.NS,NSE
Music Broadcast Limited,RADIOCITY.NS,NSE
Railtel Corporation Of India Limited,RAILTEL.NS,NSE
Rain Industries Limited,RAIN.NS,NSE
Rainbow Childrens Medicare Limited,RAINBOW.NS,NSE
Rajesh Exports Limited,RAJESHEXPO.NS,NSE
Rajnandini Metal Limited,RAJMET.NS,NSE
Rajoo Engineers Limited,RAJOOENG.NS,NSE
Rajratan Global Wire Limited,RAJRATAN.NS,NSE
Raj Rayon Industries Limited,RAJRILTD.NS,NSE
Rajshree Sugars & Chemicals Limited,RAJSREESUG.NS,NSE
Raj Television Network Limited,RAJTV.NS,NSE
Rallis India Limited,RALLIS.NS,NSE
Shree Rama Newsprint Limited,RAMANEWS.NS,NSE
Rama Phosphates Limited,RAMAPHO.NS,NSE
Rama Steel Tubes Limited,RAMASTEEL.NS,NSE
The Ramco Cements Limited,RAMCOCEM.NS,NSE
Ramco Industries Limited,RAMCOIND.NS,NSE
Ramco Systems Limited,RAMCOSYS.NS,NSE
Ramky Infrastructure Limited,RAMKY.NS,NSE
Ram Ratna Wires Limited,RAMRAT.NS,NSE
Rana Sugars Limited,RANASUG.NS,NSE
Rane Holdings Limited,RANEHOLDIN.NS,NSE
Rategain Travel Technologies Limited,RATEGAIN.NS,NSE
Ratnamani Metals & Tubes Limited,RATNAMANI.NS,NSE
Ratnaveer Precision Engineering Limited,RATNAVEER.NS,NSE
Raymond Limited,RAYMOND.NS,NSE
Raymond Lifestyle Limited,RAYMONDLSL.NS,NSE
Raymond Realty Limited,RAYMONDREL.NS,NSE
Restaurant Brands Asia Limited,RBA.NS,NSE
RBL Bank Limited,RBLBANK.NS,NSE
RBZ Jewellers Limited,RBZJEWEL.NS,NSE
Rashtriya Chemicals and Fertilizers Limited,RCF.NS,NSE
Reliance Communications Limited,RCOM.NS,NSE
REC Limited,RECLTD.NS,NSE
Redington Limited,REDINGTON.NS,NSE
Redtape Limited,REDTAPE.NS,NSE
Refex Industries Limited,REFEX.NS,NSE
Regaal Resources Limited,REGAAL.NS,NSE
Regency Ceramics Limited,REGENCERAM.NS,NSE
Relaxo Footwears Limited,RELAXO.NS,NSE
Reliance Chemotex Industries Limited,RELCHEMQ.NS,NSE
Reliable Data Services Limited,RELIABLE.NS,NSE
Reliance Industries Limited,RELIANCE.NS,NSE
Religare Enterprises Limited,RELIGARE.NS,NSE
Reliance Infrastructure Limited,RELINFRA.NS,NSE
Ravindra Energy Limited,RELTD.NS,NSE
Remsons Industries Limited,REMSONSIND.NS,NSE
Shree Renuka Sugars Limited,RENUKA.NS,NSE
Repco Home Finance Limited,REPCOHOME.NS,NSE
Rudrabhishek Enterprises Limited,REPL.NS,NSE
Repro India Limited,REPRO.NS,NSE
Responsive Industries Limited,RESPONIND.NS,NSE
JHS Svendgaard Retail Ventures Limited,RETAIL.NS,NSE
Renaissance Global Limited,RGL.NS,NSE
Rhetan TMT Limited,RHETAN.NS,NSE
Reliance Home Finance Limited,RHFL.NS,NSE
RHI MAGNESITA INDIA LIMITED,RHIM.NS,NSE
Robust Hotels Limited,RHL.NS,NSE
Rico Auto Industries Limited,RICOAUTO.NS,NSE
Reliance Industrial Infrastructure Limited,RIIL.NS,NSE
Rishabh Instruments Limited,RISHABH.NS,NSE
Ritco Logistics Limited,RITCO.NS,NSE
RITES Limited,RITES.NS,NSE
Ravi Kumar Distilleries Limited,RKDL.NS,NSE
RKEC Projects Limited,RKEC.NS,NSE
Ramkrishna Forgings Limited,RKFORGE.NS,NSE
R K Swamy Limited,RKSWAMY.NS,NSE
R M Drip and Sprinklers Systems Limited,RMDRIP.NS,NSE
Rane (Madras) Limited,RML.NS,NSE
R&B Denims Limited,RNBDENIMS.NS,NSE
Royal Orchid Hotels Limited,ROHLTD.NS,NSE
Rolex Rings Limited,ROLEXRINGS.NS,NSE
Rollatainers Limited,ROLLT.NS,NSE
Raj Oil Mills Limited,ROML.NS,NSE
Rossari Biotech Limited,ROSSARI.NS,NSE
Rossell India Limited,ROSSELLIND.NS,NSE
Rossell Techsys Limited,ROSSTECH.NS,NSE
Roto Pumps Limited,ROTO.NS,NSE
ROUTE MOBILE LIMITED,ROUTE.NS,NSE
Raghav Productivity Enhancers Limited,RPEL.NS,NSE
RPG Life Sciences Limited,RPGLIFE.NS,NSE
Reliance Power Limited,RPOWER.NS,NSE
R.P.P. Infra Projects Limited,RPPINFRA.NS,NSE
Rajshree Polypack Limited,RPPL.NS,NSE
RPSG VENTURES LIMITED,RPSGVENT.NS,NSE
Rashi Peripherals Limited,RPTECH.NS,NSE
R R Kabel Limited,RRKABEL.NS,NSE
R. S. Software (India) Limited,RSSOFTWARE.NS,NSE
RSWM Limited,RSWM.NS,NSE
R Systems International Limited,RSYSTEMS.NS,NSE
RattanIndia Enterprises Limited,RTNINDIA.NS,NSE
RattanIndia Power Limited,RTNPOWER.NS,NSE
Rubfila International Limited,RUBFILA.NS,NSE
Rubicon Research Limited,RUBICON.NS,NSE
The Ruby Mills Limited,RUBYMILLS.NS,NSE
Ruchi Infrastructure Limited,RUCHINFRA.NS,NSE
Ruchira Papers Limited,RUCHIRA.NS,NSE
Rudra Global Infra Products Limited,RUDRA.NS,NSE
Rupa & Company Limited,RUPA.NS,NSE
Rushil Decor Limited,RUSHIL.NS,NSE
Keystone Realtors Limited,RUSTOMJEE.NS,NSE
Ravinder Heights Limited,RVHL.NS,NSE
Rail Vikas Nigam Limited,RVNL.NS,NSE
Revathi Equipment India Limited,RVTH.NS,NSE
S&S Power Switchgears Limited,S&SPOWER.NS,NSE
Saatvik Green Energy Limited,SAATVIKGL.NS,NSE
Sab Events & Governance Now Media Limited,SABEVENTS.NS,NSE
Sri Adhikari Brothers Television Network Limited,SABTNL.NS,NSE
Sadbhav Engineering Limited,SADBHAV.NS,NSE
Sadbhav Infrastructure Project Limited,SADBHIN.NS,NSE
Sadhana Nitrochem Limited,SADHNANIQ.NS,NSE
Safari Industries (India) Limited,SAFARI.NS,NSE
Sagardeep Alloys Limited,SAGARDEEP.NS,NSE
Sagar Cements Limited,SAGCEM.NS,NSE
SAGILITY LIMITED,SAGILITY.NS,NSE
Sahyadri Industries Limited,SAHYADRI.NS,NSE
Steel Authority of India Limited,SAIL.NS,NSE
Sai Life Sciences Limited,SAILIFE.NS,NSE
Sakar Healthcare Limited,SAKAR.NS,NSE
Sakthi Sugars Limited,SAKHTISUG.NS,NSE
Saksoft Limited,SAKSOFT.NS,NSE
Sakuma Exports Limited,SAKUMA.NS,NSE
Salasar Techno Engineering Limited,SALASAR.NS,NSE
Salona Cotspin Limited,SALONA.NS,NSE
S.A.L. Steel Limited,SALSTEEL.NS,NSE
Salzer Electronics Limited,SALZERELEC.NS,NSE
Sambhaav Media Limited,SAMBHAAV.NS,NSE
Sambhv Steel Tubes Limited,SAMBHV.NS,NSE
Samhi Hotels Limited,SAMHI.NS,NSE
Sammaan Capital Limited,SAMMAANCAP.NS,NSE
Sampann Utpadan India Limited,SAMPANN.NS,NSE
Sanathan Textiles Limited,SANATHAN.NS,NSE
Sanco Industries Limited,SANCO.NS,NSE
The Sandesh Limited,SANDESH.NS,NSE
Sandhar Technologies Limited,SANDHAR.NS,NSE
Sandur Manganese & Iron Ores Limited,SANDUMA.NS,NSE
Sangam (India) Limited,SANGAMIND.NS,NSE
Sanghi Industries Limited,SANGHIIND.NS,NSE
Sanghvi Movers Limited,SANGHVIMOV.NS,NSE
Sanginita Chemicals Limited,SANGINITA.NS,NSE
Sanofi India Limited,SANOFI.NS,NSE
Sanofi Consumer Healthcare India Limited,SANOFICONR.NS,NSE
Sansera Engineering Limited,SANSERA.NS,NSE
Sanstar Limited,SANSTAR.NS,NSE
Sanwaria Consumer Limited,SANWARIA.NS,NSE
Sapphire Foods India Limited,SAPPHIRE.NS,NSE
Sarda Energy & Minerals Limited,SARDAEN.NS,NSE
Saregama India Limited,SAREGAMA.NS,NSE
Sarla Performance Fibers Limited,SARLAPOLY.NS,NSE
Sarveshwar Foods Limited,SARVESHWAR.NS,NSE
Sasken Technologies Limited,SASKEN.NS,NSE
Sastasundar Ventures Limited,SASTASUNDR.NS,NSE
Satia Industries Limited,SATIA.NS,NSE
Satin Creditcare Network Limited,SATIN.NS,NSE
Saurashtra Cement Limited,SAURASHCEM.NS,NSE
SBC Exports Limited,SBC.NS,NSE
Shivalik Bimetal Controls Limited,SBCL.NS,NSE
SBFC Finance Limited,SBFC.NS,NSE
Suratwwala Business Group Limited,SBGLP.NS,NSE
SBI Cards and Payment Services Limited,SBICARD.NS,NSE
SBI Life Insurance Company Limited,SBILIFE.NS,NSE
State Bank of India,SBIN.NS,NSE
Schaeffler India Limited,SCHAEFFLER.NS,NSE
S Chand And Company Limited,SCHAND.NS,NSE
Schneider Electric Infrastructure Limited,SCHNEIDER.NS,NSE
Shipping Corporation Of India Limited,SCI.NS,NSE
Shipping Corporation of India Land and Assets Limited,SCILAL.NS,NSE
Scoda Tubes Limited,SCODATUBES.NS,NSE
Sheetal Cool Products Limited,SCPL.NS,NSE
Som Distilleries & Breweries Limited,SDBL.NS,NSE
Seamec Limited,SEAMECLTD.NS,NSE
SecMark Consultancy Limited,SECMARK.NS,NSE
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD.NS,NSE
Sejal Glass Limited,SEJALLTD.NS,NSE
SEL Manufacturing Company Limited,SELMC.NS,NSE
Semac Construction Limited,SEMAC.NS,NSE
Senco Gold Limited,SENCO.NS,NSE
Senores Pharmaceuticals Limited,SENORES.NS,NSE
SEPC Limited,SEPC.NS,NSE
Sequent Scientific Limited,SEQUENT.NS,NSE
Servotech Renewable Power System Limited,SERVOTECH.NS,NSE
Seshasayee Paper and Boards Limited,SESHAPAPER.NS,NSE
Setco Automotive Limited,SETCO.NS,NSE
Setubandhan Infrastructure Limited,SETUINFRA.NS,NSE
Sheela Foam Limited,SFL.NS,NSE
SG Finserve Limited,SGFIN.NS,NSE
Synergy Green Industries Limited,SGIL.NS,NSE
STL Global Limited,SGL.NS,NSE
Standard Glass Lining Technology Limited,SGLTL.NS,NSE
SG Mart Limited,SGMART.NS,NSE
Shah Metacorp Limited,SHAH.NS,NSE
Shah Alloys Limited,SHAHALLOYS.NS,NSE
Shaily Engineering Plastics Limited,SHAILY.NS,NSE
Shakti Pumps (India) Limited,SHAKTIPUMP.NS,NSE
Shalby Limited,SHALBY.NS,NSE
Shalimar Paints Limited,SHALPAINTS.NS,NSE
Shankara Building Products Limited,SHANKARA.NS,NSE
Shanti Overseas (India) Limited,SHANTI.NS,NSE
Shanthi Gears Limited,SHANTIGEAR.NS,NSE
Shanti Gold International Limited,SHANTIGOLD.NS,NSE
Sharda Cropchem Limited,SHARDACROP.NS,NSE
Sharda Motor Industries Limited,SHARDAMOTR.NS,NSE
Share India Securities Limited,SHAREINDIA.NS,NSE
Shekhawati Industries Limited,SHEKHAWATI.NS,NSE
Shemaroo Entertainment Limited,SHEMAROO.NS,NSE
Shilchar Technologies Limited,SHILCTECH.NS,NSE
Shilpa Medicare Limited,SHILPAMED.NS,NSE
Shivalik Rasayan Limited,SHIVALIK.NS,NSE
Shivam Autotech Limited,SHIVAMAUTO.NS,NSE
Shiva Mills Limited,SHIVAMILLS.NS,NSE
Shiva Texyarn Limited,SHIVATEX.NS,NSE
Shiv Aum Steels Limited,SHIVAUM.NS,NSE
S H Kelkar and Company Limited,SHK.NS,NSE
Shoppers Stop Limited,SHOPERSTOP.NS,NSE
Shradha Infraprojects Limited,SHRADHA.NS,NSE
Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS,NSE
SHREE CEMENT LIMITED,SHREECEM.NS,NSE
Shreeji Shipping Global Limited,SHREEJISPG.NS,NSE
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS,NSE
Shree Rama Multi-Tech Limited,SHREERAMA.NS,NSE
Shrenik Limited,SHRENIK.NS,NSE
Shreyans Industries Limited,SHREYANIND.NS,NSE
Shringar House of Mangalsutra Limited,SHRINGARMS.NS,NSE
Shriram Pistons & Rings Limited,SHRIPISTON.NS,NSE
Shriram Finance Limited,SHRIRAMFIN.NS,NSE
Shriram Properties Limited,SHRIRAMPPS.NS,NSE
Shyam Century Ferrous Limited,SHYAMCENT.NS,NSE
Shyam Metalics and Energy Limited,SHYAMMETL.NS,NSE
Shyam Telecom Limited,SHYAMTEL.NS,NSE
Sical Logistics Limited,SICALLOG.NS,NSE
Siemens Limited,SIEMENS.NS,NSE
Sigachi Industries Limited,SIGACHI.NS,NSE
Signet Industries Limited,SIGIND.NS,NSE
Sigma Solve Limited,SIGMA.NS,NSE
Signatureglobal (India) Limited,SIGNATURE.NS,NSE
Signpost India Limited,SIGNPOST.NS,NSE
Sikko Industries Limited,SIKKO.NS,NSE
Standard Industries Limited,SIL.NS,NSE
Silgo Retail Limited,SILGO.NS,NSE
SIL Investments Limited,SILINV.NS,NSE
Silly Monks Entertainment Limited,SILLYMONKS.NS,NSE
Silver Touch Technologies Limited,SILVERTUC.NS,NSE
Simbhaoli Sugars Limited,SIMBHALS.NS,NSE
Simplex Infrastructures Limited,SIMPLEXINF.NS,NSE
Sinclairs Hotels Limited,SINCLAIR.NS,NSE
Sindhu Trade Links Limited,SINDHUTRAD.NS,NSE
Sintercom India Limited,SINTERCOM.NS,NSE
Sirca Paints India Limited,SIRCA.NS,NSE
SIS LIMITED,SIS.NS,NSE
Siti Networks Limited,SITINET.NS,NSE
Siyaram Silk Mills Limited,SIYSIL.NS,NSE
S.J.S. Enterprises Limited,SJS.NS,NSE
SJVN Limited,SJVN.NS,NSE
SKF India Limited,SKFINDIA.NS,NSE
SKF India (Industrial) Limited,SKFINDUS.NS,NSE
Skipper Limited,SKIPPER.NS,NSE
SKM Egg Products Export (India) Limited,SKMEGGPROD.NS,NSE
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD.NS,NSE
Smartlink Holdings Limited,SMARTLINK.NS,NSE
Smartworks Coworking Spaces Limited,SMARTWORKS.NS,NSE
SMC Global Securities Limited,SMCGLOBAL.NS,NSE
SML Mahindra Limited,SMLMAH.NS,NSE
Sarthak Metals Limited,SMLT.NS,NSE
SMS Pharmaceuticals Limited,SMSPHARMA.NS,NSE
Snowman Logistics Limited,SNOWMAN.NS,NSE
Sobha Limited,SOBHA.NS,NSE
Softtech Engineers Limited,SOFTTECH.NS,NSE
Solara Active Pharma Sciences Limited,SOLARA.NS,NSE
Solar Industries India Limited,SOLARINDS.NS,NSE
Solarworld Energy Solutions Limited,SOLARWORLD.NS,NSE
Solex Energy Limited,SOLEX.NS,NSE
Somany Ceramics Limited,SOMANYCERA.NS,NSE
Soma Textiles & Industries Limited,SOMATEX.NS,NSE
Somi Conveyor Beltings Limited,SOMICONVEY.NS,NSE
Sona BLW Precision Forgings Limited,SONACOMS.NS,NSE
SONAM LIMITED,SONAMLTD.NS,NSE
Sonata Software Limited,SONATSOFTW.NS,NSE
Savita Oil Technologies Limited,SOTL.NS,NSE
The South Indian Bank Limited,SOUTHBANK.NS,NSE
South West Pinnacle Exploration Limited,SOUTHWEST.NS,NSE
S. P. Apparels Limited,SPAL.NS,NSE
Spandana Sphoorty Financial Limited,SPANDANA.NS,NSE
Sun Pharma Advanced Research Company Limited,SPARC.NS,NSE
Spacenet Enterprises India Limited,SPCENET.NS,NSE
Speciality Restaurants Limited,SPECIALITY.NS,NSE
Spectrum Electrical Industries Limited,SPECTRUM.NS,NSE
Spencer's Retail Limited,SPENCERS.NS,NSE
Southern Petrochemicals Industries Corporation  Limited,SPIC.NS,NSE
SPL Industries Limited,SPLIL.NS,NSE
Supreme Petrochem Limited,SPLPETRO.NS,NSE
SPML Infra Limited,SPMLINFRA.NS,NSE
Sportking India Limited,SPORTKING.NS,NSE
Shankar Lal Rampal Dye-Chem Limited,SRD.NS,NSE
Sreeleathers Limited,SREEL.NS,NSE
SRF Limited,SRF.NS,NSE
SRG Housing Finance Limited,SRGHFL.NS,NSE
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD.NS,NSE
SRM Contractors Limited,SRM.NS,NSE
Shree Ram Proteins Limited,SRPL.NS,NSE
Saraswati Saree Depot Limited,SSDL.NS,NSE
Steel Strips Wheels Limited,SSWL.NS,NSE
Stallion India Fluorochemicals Limited,STALLION.NS,NSE
Stanley Lifestyles Limited,STANLEY.NS,NSE
Strides Pharma Science Limited,STAR.NS,NSE
Star Cement Limited,STARCEMENT.NS,NSE
Star Health and Allied Insurance Company Limited,STARHEALTH.NS,NSE
Star Paper Mills Limited,STARPAPER.NS,NSE
Starteck Finance Limited,STARTECK.NS,NSE
The State Trading Corporation of India Limited,STCINDIA.NS,NSE
Steelcast Limited,STEELCAS.NS,NSE
Steel City Securities Limited,STEELCITY.NS,NSE
STEEL EXCHANGE INDIA LIMITED,STEELXIND.NS,NSE
Stel Holdings Limited,STEL.NS,NSE
Sterling Tools Limited,STERTOOLS.NS,NSE
STL Networks Limited,STLNETWORK.NS,NSE
Sterlite Technologies Limited,STLTECH.NS,NSE
Stove Kraft Limited,STOVEKRAFT.NS,NSE
Studds Accessories Limited,STUDDS.NS,NSE
Seshaasai Technologies Limited,STYL.NS,NSE
Stylam Industries Limited,STYLAMIND.NS,NSE
Baazar Style Retail Limited,STYLEBAAZA.NS,NSE
Styrenix Performance Materials Limited,STYRENIX.NS,NSE
Subex Limited,SUBEXLTD.NS,NSE
Subros Limited,SUBROS.NS,NSE
Sudarshan Chemical Industries Limited,SUDARSCHEM.NS,NSE
Sudeep Pharma Limited,SUDEEPPHRM.NS,NSE
Sukhjit Starch & Chemicals Limited,SUKHJITS.NS,NSE
Sula Vineyards Limited,SULA.NS,NSE
Sumeet Industries Limited,SUMEETINDS.NS,NSE
Sumitomo Chemical India Limited,SUMICHEM.NS,NSE
Sumit Woods Limited,SUMIT.NS,NSE
Summit Securities Limited,SUMMITSEC.NS,NSE
Sundaram Clayton Limited,SUNCLAY.NS,NSE
Sundaram Multi Pap Limited,SUNDARAM.NS,NSE
Sundaram Finance Limited,SUNDARMFIN.NS,NSE
Sundaram Brake Linings Limited,SUNDRMBRAK.NS,NSE
Sundram Fasteners Limited,SUNDRMFAST.NS,NSE
Sundrop Brands Limited,SUNDROP.NS,NSE
Sunflag Iron And Steel Company Limited,SUNFLAG.NS,NSE
Sun Pharmaceutical Industries Limited,SUNPHARMA.NS,NSE
Sunteck Realty Limited,SUNTECK.NS,NSE
Sun TV Network Limited,SUNTV.NS,NSE
Superhouse Limited,SUPERHOUSE.NS,NSE
Super Spinning Mills Limited,SUPERSPIN.NS,NSE
Suprajit Engineering Limited,SUPRAJIT.NS,NSE
Supreme Holdings & Hospitality (India) Limited,SUPREME.NS,NSE
Supreme Engineering Limited,SUPREMEENG.NS,NSE
Supreme Industries Limited,SUPREMEIND.NS,NSE
Supreme Infrastructure India Limited,SUPREMEINF.NS,NSE
Supriya Lifescience Limited,SUPRIYA.NS,NSE
Suraj Estate Developers Limited,SURAJEST.NS,NSE
Suraj Limited,SURAJLTD.NS,NSE
Suraksha Diagnostic Limited,SURAKSHA.NS,NSE
Surana Solar Limited,SURANASOL.NS,NSE
Surana Telecom and Power Limited,SURANAT&P.NS,NSE
Suryalakshmi Cotton Mills Limited,SURYALAXMI.NS,NSE
Surya Roshni Limited,SURYAROSNI.NS,NSE
Suryoday Small Finance Bank Limited,SURYODAY.NS,NSE
Sutlej Textiles and Industries Limited,SUTLEJTEX.NS,NSE
Suven Life Sciences Limited,SUVEN.NS,NSE
Suvidhaa Infoserve Limited,SUVIDHAA.NS,NSE
Suyog Telematics Limited,SUYOG.NS,NSE
Suzlon Energy Limited,SUZLON.NS,NSE
Shree Vasu Logistics Limited,SVLL.NS,NSE
SVP GLOBAL TEXTILES LIMITED,SVPGLOB.NS,NSE
SWAN CORP LIMITED,SWANCORP.NS,NSE
Swaraj Engines Limited,SWARAJENG.NS,NSE
Swelect Energy Systems Limited,SWELECTES.NS,NSE
Swiggy Limited,SWIGGY.NS,NSE
Sterling and Wilson Renewable Energy Limited,SWSOLAR.NS,NSE
Symphony Limited,SYMPHONY.NS,NSE
Syncom Formulations (India) Limited,SYNCOMF.NS,NSE
Syngene International Limited,SYNGENE.NS,NSE
Syrma SGS Technology Limited,SYRMA.NS,NSE
Systematix Corporate Services Limited,SYSTMTXC.NS,NSE
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM.NS,NSE
Taj GVK Hotels & Resorts Limited,TAJGVK.NS,NSE
Take Solutions Limited,TAKE.NS,NSE
Talbros Automotive Components Limited,TALBROAUTO.NS,NSE
Tanla Platforms Limited,TANLA.NS,NSE
Tara Chand InfraLogistic Solutions Limited,TARACHAND.NS,NSE
Tarapur Transformers Limited,TARAPUR.NS,NSE
TARC Limited,TARC.NS,NSE
Transformers And Rectifiers (India) Limited,TARIL.NS,NSE
Tarmat Limited,TARMAT.NS,NSE
Tarsons Products Limited,TARSONS.NS,NSE
Tasty Bite Eatables Limited,TASTYBITE.NS,NSE
Tata Capital Limited,TATACAP.NS,NSE
Tata Chemicals Limited,TATACHEM.NS,NSE
Tata Communications Limited,TATACOMM.NS,NSE
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM.NS,NSE
Tata Elxsi Limited,TATAELXSI.NS,NSE
Tata Investment Corporation Limited,TATAINVEST.NS,NSE
Tata Power Company Limited,TATAPOWER.NS,NSE
Tata Steel Limited,TATASTEEL.NS,NSE
Tata Technologies Limited,TATATECH.NS,NSE
Tatva Chintan Pharma Chem Limited,TATVA.NS,NSE
TBO Tek Limited,TBOTEK.NS,NSE
Tribhovandas Bhimji Zaveri Limited,TBZ.NS,NSE
Transport Corporation of India Limited,TCI.NS,NSE
TCI Express Limited,TCIEXP.NS,NSE
TCI Finance Limited,TCIFINANCE.NS,NSE
TCPL Packaging Limited,TCPLPACK.NS,NSE
Tata Consultancy Services Limited,TCS.NS,NSE
TD Power Systems Limited,TDPOWERSYS.NS,NSE
Team India Guaranty Limited,TEAMGTY.NS,NSE
Teamlease Services Limited,TEAMLEASE.NS,NSE
Tech Mahindra Limited,TECHM.NS,NSE
Techno Electric & Engineering Company Limited,TECHNOE.NS,NSE
TECIL Chemicals and Hydro Power Limited,TECILCHEM.NS,NSE
Tega Industries Limited,TEGA.NS,NSE
Tejas Networks Limited,TEJASNET.NS,NSE
Tembo Global Industries Limited,TEMBO.NS,NSE
Tenneco Clean Air India Limited,TENNIND.NS,NSE
Tera Software Limited,TERASOFT.NS,NSE
Texmaco Infrastructure & Holdings Limited,TEXINFRA.NS,NSE
Texmo Pipes and Products Limited,TEXMOPIPES.NS,NSE
Texmaco Rail & Engineering Limited,TEXRAIL.NS,NSE
Tourism Finance Corporation of India Limited,TFCILTD.NS,NSE
Transwarranty Finance Limited,TFL.NS,NSE
TGB Banquets And Hotels Limited,TGBHOTELS.NS,NSE
Thangamayil Jewellery Limited,THANGAMAYL.NS,NSE
The Investment Trust Of India Limited,THEINVEST.NS,NSE
Thejo Engineering Limited,THEJO.NS,NSE
Leela Palaces Hotels & Resorts Limited,THELEELA.NS,NSE
Themis Medicare Limited,THEMISMED.NS,NSE
Thermax Limited,THERMAX.NS,NSE
Thomas Cook  (India)  Limited,THOMASCOOK.NS,NSE
Thomas Scott (India) Limited,THOMASCOTT.NS,NSE
Thyrocare Technologies Limited,THYROCARE.NS,NSE
Tilaknagar Industries Limited,TI.NS,NSE
Twamev Construction and Infrastructure Limited,TICL.NS,NSE
Tiger Logistics (India) Limited,TIGERLOGS.NS,NSE
Technocraft Industries (India) Limited,TIIL.NS,NSE
Tube Investments of India Limited,TIINDIA.NS,NSE
Tijaria Polypipes Limited,TIJARIA.NS,NSE
TIL Limited,TIL.NS,NSE
Time Technoplast Limited,TIMETECHNO.NS,NSE
Timken India Limited,TIMKEN.NS,NSE
Tinna Rubber and Infrastructure Limited,TINNARUBR.NS,NSE
Tips Films Limited,TIPSFILMS.NS,NSE
Tips Music Limited,TIPSMUSIC.NS,NSE
Thirumalai Chemicals Limited,TIRUMALCHM.NS,NSE
Tirupati Forge Limited,TIRUPATIFL.NS,NSE
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH.NS,NSE
Titan Company Limited,TITAN.NS,NSE
Tamilnad Mercantile Bank Limited,TMB.NS,NSE
Tata Motors Limited,TMCV.NS,NSE
Tata Motors Passenger Vehicles Limited,TMPV.NS,NSE
Tamilnadu PetroProducts Limited,TNPETRO.NS,NSE
Tamil Nadu Newsprint & Papers Limited,TNPL.NS,NSE
Tamilnadu Telecommunication Limited,TNTELE.NS,NSE
Tokyo Plast International Limited,TOKYOPLAST.NS,NSE
Tolins Tyres Limited,TOLINS.NS,NSE
Torrent Pharmaceuticals Limited,TORNTPHARM.NS,NSE
Torrent Power Limited,TORNTPOWER.NS,NSE
Total Transport Systems Limited,TOTAL.NS,NSE
Touchwood Entertainment Limited,TOUCHWOOD.NS,NSE
Teamo Productions HQ Limited,TPHQ.NS,NSE
TPL Plastech Limited,TPLPLASTEH.NS,NSE
Tracxn Technologies Limited,TRACXN.NS,NSE
Transrail Lighting Limited,TRANSRAILL.NS,NSE
TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD.NS,NSE
Travel Food Services Limited,TRAVELFOOD.NS,NSE
Tree House Education & Accessories Limited,TREEHOUSE.NS,NSE
TREJHARA SOLUTIONS LIMITED,TREJHARA.NS,NSE
Transindia Real Estate Limited,TREL.NS,NSE
Trent Limited,TRENT.NS,NSE
TRF Limited,TRF.NS,NSE
Trident Limited,TRIDENT.NS,NSE
Trigyn Technologies Limited,TRIGYN.NS,NSE
Triveni Turbine Limited,TRITURBINE.NS,NSE
Triveni Engineering & Industries Limited,TRIVENI.NS,NSE
TruCap Finance Limited,TRU.NS,NSE
TruAlt Bioenergy Limited,TRUALT.NS,NSE
TSF INVESTMENTS LIMITED,TSFINV.NS,NSE
TTK Healthcare Limited,TTKHLTCARE.NS,NSE
TTK Prestige Limited,TTKPRESTIG.NS,NSE
T T Limited,TTL.NS,NSE
Tata Teleservices (Maharashtra) Limited,TTML.NS,NSE
TVS Electronics Limited,TVSELECT.NS,NSE
TVS Holdings Limited,TVSHLTD.NS,NSE
TVS Motor Company Limited,TVSMOTOR.NS,NSE
TVS Supply Chain Solutions Limited,TVSSCS.NS,NSE
TVS Srichakra Limited,TVSSRICHAK.NS,NSE
TV Today Network Limited,TVTODAY.NS,NSE
TV Vision Limited,TVVISION.NS,NSE
